id_producto,nombre,categoria,subcategoria,marca,precio_usd,stock,color,potencia_w,capacidad,voltaje,peso_kg,garantia_meses,descripcion
P0112,Deluxe Frigobar,Cocina,Refrigeración,TechHome,243.62,20,Verde,500,,110-220V,35.8,24,"Presentamos la Deluxe Frigobar de TechHome, un producto excepcional de la categoría Cocina. Con 500W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por TechHome. "
P0113,Frigobar,Cocina,Refrigeración,HomeChef,1603.4,116,Dorado,1950,,12V,16.6,36,"Presentamos la Frigobar de HomeChef, un producto excepcional de la categoría Cocina. Con 1950W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 36 meses respaldada por HomeChef. "
P0114,Frigobar 2024,Cocina,Refrigeración,HomeChef,1368.37,58,Amarillo,1950,,12V,43.3,24,"Presentamos la Frigobar 2024 de HomeChef, un producto excepcional de la categoría Cocina. Con 1950W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por HomeChef. "
P0115,Vinoteca Pro,Cocina,Refrigeración,CookElite,2861.93,175,Gris,1550,,110-220V,33.4,18,"Presentamos la Vinoteca Pro de CookElite, un producto excepcional de la categoría Cocina. Con 1550W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 18 meses respaldada por CookElite. "
P0116,Vinoteca,Cocina,Refrigeración,TechHome,2440.0,142,Blanco,1550,,220V,37.4,18,"Presentamos la Vinoteca de TechHome, un producto excepcional de la categoría Cocina. Con 1550W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 18 meses respaldada por TechHome. "
P0117,Digital Vinoteca,Cocina,Refrigeración,HomeChef,2607.56,184,Blanco,550,,110-220V,18.0,24,"Presentamos la Digital Vinoteca de HomeChef, un producto excepcional de la categoría Cocina. Con 550W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por HomeChef. "
P0118,Pro Vinoteca,Cocina,Refrigeración,ChefMaster,692.12,27,Verde,1800,,220V,8.2,24,"Presentamos la Pro Vinoteca de ChefMaster, un producto excepcional de la categoría Cocina. Con 1800W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por ChefMaster. "
P0119,Vinoteca II,Cocina,Refrigeración,HomeChef,1850.37,164,Dorado,900,,110-220V,42.3,36,"Presentamos la Vinoteca II de HomeChef, un producto excepcional de la categoría Cocina. Con 900W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 36 meses respaldada por HomeChef. "
P0120,Deluxe Cafetera 2024,Cocina,Pequeños Electrodomésticos,HomeChef,1069.28,46,Plateado,750,1.5L,12V,38.2,18,"Presentamos la Deluxe Cafetera 2024 de HomeChef, un producto excepcional de la categoría Cocina. Con 750W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 18 meses respaldada por HomeChef. "
P0121,Premium Cafetera,Cocina,Pequeños Electrodomésticos,HomeChef,1273.99,87,Plateado,250,1.0L,12V,26.8,24,"Presentamos la Premium Cafetera de HomeChef, un producto excepcional de la categoría Cocina. Con 250W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por HomeChef. "
P0122,Cafetera,Cocina,Pequeños Electrodomésticos,ChefMaster,173.03,20,Azul,450,1.0L,220V,8.3,36,"Presentamos la Cafetera de ChefMaster, un producto excepcional de la categoría Cocina. Con 450W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 36 meses respaldada por ChefMaster. "
P0123,Pava Eléctrica,Cocina,Pequeños Electrodomésticos,CookElite,1051.88,28,Azul,1050,,220V,37.9,6,"Presentamos la Pava Eléctrica de CookElite, un producto excepcional de la categoría Cocina. Con 1050W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 6 meses respaldada por CookElite. "
P0124,Pava Eléctrica 2024,Cocina,Pequeños Electrodomésticos,HomeChef,47.86,77,Rojo,900,,110-220V,49.2,6,"Presentamos la Pava Eléctrica 2024 de HomeChef, un producto excepcional de la categoría Cocina. Con 900W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 6 meses respaldada por HomeChef. "
P0125,Max Pava Eléctrica,Cocina,Pequeños Electrodomésticos,KitchenPro,409.32,136,Rojo,200,,110-220V,37.5,12,"Presentamos la Max Pava Eléctrica de KitchenPro, un producto excepcional de la categoría Cocina. Con 200W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 12 meses respaldada por KitchenPro. "
P0126,Turbo Pava Eléctrica 2024,Cocina,Pequeños Electrodomésticos,HomeChef,1392.76,19,Verde,1450,,12V,2.6,6,"Presentamos la Turbo Pava Eléctrica 2024 de HomeChef, un producto excepcional de la categoría Cocina. Con 1450W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 6 meses respaldada por HomeChef. "
P0127,Pava Eléctrica,Cocina,Pequeños Electrodomésticos,HomeChef,2899.43,43,Rosa,1500,,110-220V,6.2,6,"Presentamos la Pava Eléctrica de HomeChef, un producto excepcional de la categoría Cocina. Con 1500W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 6 meses respaldada por HomeChef. "
